001 Read 005 F
001 Read 004 T
001 Writ 001 F
001 Read 004 F
001 Read 006 F
001 Read 004 F
001 Writ 003 F
001 Writ 004 F
001 Writ 005 F
001 Writ 006 F
001 Read 003 F
001 Writ 004 F
001 Read 003 F
001 Read 005 F
001 Writ 003 F
002 Writ 003 F
002 Read 003 F
002 Read 006 F
002 Writ 005 F
002 Read 004 F
002 Writ 001 F
002 Read 001 F
002 Writ 004 F
002 Read 006 F
002 Read 002 T
002 Read 002 F
002 Read 006 F
002 Read 006 F
002 Read 001 F
002 Read 003 F
003 Read 005 F
003 Writ 003 F
003 Read 003 F
003 Read 002 T
003 Read 004 F
003 Read 006 F
003 Read 001 F
003 Writ 006 T
003 Writ 002 F
003 Writ 004 F
003 Writ 004 F
003 Writ 001 F
003 Read 001 F
003 Read 003 F
003 Writ 003 F
004 Read 001 F
004 Writ 006 T
004 Writ 001 F
004 Read 003 F
004 Read 006 F
004 Writ 006 F
004 Writ 005 T
004 Read 005 F
004 Read 003 F
004 Read 003 F
004 Read 006 F
004 Writ 003 T
004 Read 003 F
004 Read 001 F
004 Writ 005 F
005 Read 003 F
005 Read 004 F
005 Writ 002 T
005 Writ 001 T
005 Read 003 F
005 Writ 001 F
005 Writ 006 F
005 Read 006 F
005 Writ 003 T
005 Read 002 F
005 Read 006 F
005 Read 003 T
005 Read 003 T
005 Writ 002 F
005 Read 004 F
006 Writ 002 F
006 Writ 005 F
006 Writ 004 F
006 Writ 003 F
006 Writ 003 F
006 Writ 003 F
006 Read 005 F
006 Read 005 F
006 Writ 004 T
006 Writ 006 F
006 Writ 005 F
006 Writ 006 F
006 Read 001 F
006 Writ 002 F
006 Writ 004 F
007 Writ 002 F
007 Writ 005 F
007 Read 006 F
007 Writ 003 F
007 Writ 005 F
007 Writ 005 T
007 Writ 005 F
007 Read 005 F
007 Read 002 F
007 Writ 004 F
007 Writ 005 F
007 Writ 003 F
007 Writ 003 F
007 Writ 002 F
007 Read 005 F
